"form_id","extraction_time","reviewer","trial_id","publication_found","publication_url","publication_doi","identification_step","publication_type","publication_pmid","typo_primary_id","publication_date","match_design","match_indication_population","match_intervention","match_comparator","match_any_outcome","n_matching_criteria","registry","start_date_recoded","completion_date_recoded","warning_cd_to_publication","warning_start_to_publication","n_match_agree","article_found_by","article_agreement_information","proj_id","eligibility","crossregistration_check","nct_id","eudract_id","main_id","reviewer_1","reviewer_2","has_publication","former_discrepancy","extraction_date_latest"
"F4289",2023-01-19,"Lars_S","NCT02420197","Yes","https://www.medicaljournals.se/jrm/content/abstract/10.2340/16501977-2370","10.2340/16501977-2370","Linked at the registration","Journal publication","30132009","NCT ID",2018-08-22,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2015-01-31","2017-03-13",NA,NA,"5","Lars_S; Natasha_O","Found by 2/2 reviewers, matching all 5 criteria",2218,"Eligible","Irrelevant intervention type","NCT02420197",NA,NA,NA,NA,NA,NA,NA
"F4290",2023-01-19,"Tarik_S","NCT02893137","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2016-10-01","2019-05-31",NA,NA,"NA",NA,"No publication, not agreed by other reviewer",1600,"Eligible","Irrelevant intervention type","NCT02893137",NA,NA,NA,NA,NA,NA,NA
"F4292",2023-01-19,"Tarik_S","NCT02449447","Yes","https://doi.org/10.1080/16506073.2018.1533577","10.1080/16506073.2018.1533577","Linked at the registration","Journal publication","30372653","NCT ID",2018-10-29,"Yes","Yes","Yes","No","Yes","4","ctgov","2015-02-28","2017-06-30",NA,NA,"5; 4","Karolina_S; Tarik_S","Found by 2/2 reviewers, near-match vs. full match",428,"Eligible","Irrelevant intervention type","NCT02449447",NA,NA,NA,NA,NA,NA,NA
"F4294",2023-01-19,"Tarik_S","NCT02449447","Yes","https://doi.org/10.2196%2F32007","10.2196/32007","Linked at the registration","Journal publication","34874888","NCT ID",2021-12-06,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2015-02-28","2017-06-30",NA,NA,"4; 5","Karolina_S; Tarik_S","Found by 2/2 reviewers, near-match vs. full match",428,"Eligible","Irrelevant intervention type","NCT02449447",NA,NA,NA,NA,NA,NA,NA
"F4296",2023-01-19,"Tarik_S","NCT03803917","Yes","https://doi.org/10.1053/j.gastro.2019.02.005","10.1053/j.gastro.2019.02.005","Linked at the registration","Journal publication","30772343","NCT ID",2019-02-14,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2015-03-01","2018-06-30",NA,NA,"5","Karolina_S; Tarik_S","Found by 2/2 reviewers, matching all 5 criteria",1124,"Eligible","Irrelevant intervention type","NCT03803917",NA,NA,NA,NA,NA,NA,NA
"F4297",2023-01-19,"Lars_S","NCT02028195","Yes","https://jech.bmj.com/content/76/1/24.long","10.1136/jech-2021-216581","Linked at the registration","Journal publication","34145078","NCT ID",2021-06-18,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2013-05-31","2019-12-31",NA,NA,"5","Lars_S; Natasha_O","Found by 2/2 reviewers, matching all 5 criteria",2094,"Eligible","Irrelevant intervention type","NCT02028195",NA,NA,NA,NA,NA,NA,NA
"F4299",2023-01-19,"Lars_S","NCT02441595","Yes","https://www.sciencedirect.com/science/article/pii/S0165032719307244?via%3Dihub","10.1016/j.jad.2019.10.048","Linked at the registration","Journal publication","31733457","NCT ID",2019-10-30,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2015-01-31","2018-08-31",NA,NA,"5","Lars_S; Natasha_O","Found by 2/2 reviewers, matching all 5 criteria",2121,"Eligible","Irrelevant intervention type","NCT02441595",NA,NA,NA,NA,NA,NA,NA
"F4300",2023-01-19,"Lars_S","2015-003070-33","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"EudraCT ID",NA,NA,NA,NA,NA,NA,NA,"euctr","2016-02-01",NA,NA,NA,"NA",NA,"No publication, agreed by 2 reviewers",197,"Eligible","None found",NA,"2015-003070-33",NA,NA,NA,NA,NA,NA
"F4302",2023-01-19,"Katarzyna_K","NCT02945891","Yes","https://doi.org/10.1016/j.jcv.2017.12.008","10.1016/j.jcv.2017.12.008","Linked at the registration","Journal publication","29289814","NCT ID",2017-12-21,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2014-04-30","2018-12-31","Publication date before completion date",NA,"5","Jan_Ole_H; Katarzyna_K","Found by 2/2 reviewers, matching all 5 criteria",1447,"Eligible","Irrelevant intervention type","NCT02945891",NA,NA,NA,NA,NA,NA,NA
"F4303",2023-01-19,"Lars_S","NCT00426101","Yes","https://ashpublications.org/bloodadvances/article/4/15/3754/461773/Stem-cell-transplantation-for-children-with","10.1182/bloodadvances.2020002101","Linked at the registration","Journal publication","32780845","NCT ID",2020-08-11,"Yes","No","Yes","Yes","Yes","4","ctgov","2004-01-31","2017-12-31",NA,NA,"5; 4","Lars_S; Natasha_O","Found by 2/2 reviewers, near-match vs. full match",1535,"Eligible","Identified in manual search","NCT00426101","2005-003279-18",NA,NA,NA,NA,NA,NA
"F4305",2023-01-19,"Lars_S","NCT00426101","Yes","https://ashpublications.org/blood/article/130/25/2728/36884/Confirmed-efficacy-of-etoposide-and-dexamethasone","10.1182/blood-2017-06-788349","Linked at the registration","Journal publication","28935695","NCT ID",2017-09-21,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2004-01-31","2017-12-31","Publication date before completion date",NA,"5","Lars_S; Natasha_O","Found by 2/2 reviewers, matching all 5 criteria",1535,"Eligible","Identified in manual search","NCT00426101","2005-003279-18",NA,NA,NA,NA,NA,NA
"F4306",2023-01-19,"Lars_S","NCT02623608","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2015-08-31","2016-07-31",NA,NA,"NA",NA,"No publication, not agreed by other reviewer",2284,"Eligible","Irrelevant intervention type","NCT02623608",NA,NA,NA,NA,NA,NA,NA
"F4308",2023-01-19,"Katarzyna_K","NCT02439073","Yes","https://doi.org/10.1016/j.lungcan.2020.06.023","10.1016/j.lungcan.2020.06.023","Systematic Google search","Journal publication","32593918","NCT ID",2020-06-20,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2014-04-30","2017-06-30",NA,NA,"5","Katarzyna_K","Found by 1/2 reviewers, matching all 5 criteria",2194,"Eligible","Irrelevant intervention type","NCT02439073",NA,NA,NA,NA,NA,NA,NA
"F4309",2023-01-19,"Katarzyna_K","NCT02439073","Yes","https://doi.org/10.1016/j.lungcan.2018.10.025","10.1016/j.lungcan.2018.10.025","Systematic Google search","Journal publication","30527176","NCT ID",2018-11-02,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2014-04-30","2017-06-30",NA,NA,"5","Katarzyna_K","Found by 1/2 reviewers, matching all 5 criteria",2194,"Eligible","Irrelevant intervention type","NCT02439073",NA,NA,NA,NA,NA,NA,NA
"F4310",2023-01-19,"Lars_S","2008-004771-22","Yes","https://www.jhltonline.org/article/S1053-2498(20)31360-7/pdf","10.1016/j.healun.2020.01.1342","PubMed search","Journal publication","32061508","EudraCT ID",2020-02-13,"Yes","No","Yes","Yes","Yes","4","euctr",NA,"2016-08-28",NA,NA,"5; 4","Lars_S; Natasha_O","Found by 2/2 reviewers, near-match vs. full match",8,"Eligible","Identified in publication","NCT02744872","2008-004771-22",NA,NA,NA,NA,NA,NA
"F4311",2023-01-19,"Lars_S","NCT02352090","Yes","https://academic.oup.com/jcem/article/105/7/e2483/5821528?login=true","10.1210/clinem/dgaa186","Linked at the registration","Journal publication","32303765","NCT ID",2020-07-01,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2015-04-01","2018-12-30",NA,NA,"5","Lars_S; Natasha_O","Found by 2/2 reviewers, matching all 5 criteria",566,"Eligible","Identified in manual search","NCT02352090","2014-001243-20",NA,NA,NA,NA,NA,NA
"F4312",2023-01-19,"Lars_S","NCT02352090","Yes","https://obgyn.onlinelibrary.wiley.com/doi/10.1111/aogs.14428","10.1111/aogs.14428","Linked at the registration","Journal publication","35909329","NCT ID",2022-07-31,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2015-04-01","2018-12-30",NA,NA,"5","Lars_S; Natasha_O","Found by 2/2 reviewers, matching all 5 criteria",566,"Eligible","Identified in manual search","NCT02352090","2014-001243-20",NA,NA,NA,NA,NA,NA
"F4313",2023-01-19,"Lars_S","NCT02352090","Yes","https://www.sciencedirect.com/science/article/pii/S0010782422002463?via%3Dihub","10.1016/j.contraception.2022.08.009","Linked at the registration","Journal publication","36084710","NCT ID",2022-09-07,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2015-04-01","2018-12-30",NA,NA,"5","Lars_S; Natasha_O","Found by 2/2 reviewers, matching all 5 criteria",566,"Eligible","Identified in manual search","NCT02352090","2014-001243-20",NA,NA,NA,NA,NA,NA
"F4314",2023-01-19,"Luca_H","NCT02577172","Yes","https://onlinelibrary.wiley.com/doi/10.1002/ijc.33151","10.1002/ijc.33151","Linked at the registration","Journal publication","32525564","NCT ID",2020-07-01,"Yes","Yes","Yes","Yes","No","4","ctgov","2015-11-30","2016-11-30",NA,NA,"4; 3","Johan_B; Luca_H","Found by 2/2 reviewers, near-match vs. ineligible match",2397,"Eligible","Irrelevant intervention type","NCT02577172",NA,NA,NA,NA,NA,NA,NA
"F4315",2023-01-19,"Luca_H","NCT03900130","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2017-10-18","2019-04-01",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers",1025,"Eligible","Irrelevant intervention type","NCT03900130",NA,NA,NA,NA,NA,NA,NA
"F4317",2023-01-19,"Susanne_W","NCT03444194","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2017-05-12","2019-02-28",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers",599,"Eligible","Irrelevant intervention type","NCT03444194",NA,NA,NA,NA,NA,NA,NA
"F4318",2023-01-19,"Susanne_W","2016-002623-29","Yes","https://pubmed.ncbi.nlm.nih.gov/34229074/","10.1016/j.jpain.2021.06.011","found PI name in another publication and used it in Pubmed search","Journal publication","34229074","EudraCT ID",2021-07-03,"Yes","Yes","Yes","Yes","Yes","5","euctr","2016-08-01","2017-08-22",NA,NA,"5","Karolina_S; Susanne_W","Found by 2/2 reviewers, matching all 5 criteria",241,"Eligible","None found",NA,"2016-002623-29",NA,NA,NA,NA,NA,NA
"F4319",2023-01-19,"Karely_L","NCT03210558","Yes","https://doi.org/10.1136/bjsports-2018-100525","10.1136/bjsports-2018-100525","Linked at the registration","Journal publication","31615775","NCT ID",2019-10-15,"Yes","Yes","Yes","No","Yes","4","ctgov","2017-05-26","2018-06-20",NA,NA,"4; 5","Karely_L; Themis_P","Found by 2/2 reviewers, near-match vs. full match",2372,"Eligible","None found","NCT03210558",NA,NA,NA,NA,NA,NA,NA
"F4320",2023-01-19,"Karely_L","NCT03210558","Yes","https://doi.org/10.1210/clinem/dgaa904","10.1210/clinem/dgaa904","Linked at the registration","Journal publication","33274381","NCT ID",2021-03-08,"No","Yes","Yes","No","Yes","3","ctgov","2017-05-26","2018-06-20",NA,NA,"3; 5","Karely_L; Themis_P","Found by 2/2 reviewers, near-match vs. full match",2372,"Eligible","None found","NCT03210558",NA,NA,NA,NA,NA,NA,NA
"F4321",2023-01-19,"Karely_L","NCT03210558","Yes","https://doi.org/10.3389/fendo.2022.874748","10.3389/fendo.2022.874748","Linked at the registration","Journal publication","35498440","NCT ID",2022-04-14,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2017-05-26","2018-06-20",NA,NA,"5","Karely_L; Themis_P","Found by 2/2 reviewers, matching all 5 criteria",2372,"Eligible","None found","NCT03210558",NA,NA,NA,NA,NA,NA,NA
"F4322",2023-01-19,"Karely_L","NCT03210558","Yes","https://doi.org/10.1152/japplphysiol.00893.2019","10.1152/japplphysiol.00893.2019","Systematic Google search","Journal publication (.org)","32191598","NCT ID",2020-03-19,"Yes","Yes","Yes","No","Yes","4","ctgov","2017-05-26","2018-06-20",NA,NA,"4","Karely_L","Found by 1/2 reviewers, near-match",2372,"Eligible","None found","NCT03210558",NA,NA,NA,NA,NA,NA,NA
"F4323",2023-01-19,"Karely_L","NCT02841904","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2018-06-30","2019-12-31",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers",1659,"Eligible","Irrelevant intervention type","NCT02841904",NA,NA,NA,NA,NA,NA,NA
"F4324",2023-01-19,"Karely_L","NCT02826057","Yes","https://doi.org/10.1111/sji.12680","10.1111/sji.12680","Systematic Google search","Journal publication","29885250","NCT ID",2018-06-09,"Yes","Yes","No","Yes","Yes","4","ctgov","2016-02-29","2017-07-31",NA,NA,"4; 5","Karely_L; Themis_P","Found by 2/2 reviewers, near-match vs. full match",1673,"Eligible","Irrelevant intervention type","NCT02826057",NA,NA,NA,NA,NA,NA,NA
"F4327",2023-01-19,"Karely_L","NCT02979158","Yes","https://doi.org/10.1177/0267659119867005","10.1177/0267659119867005","Systematic Google search","Journal publication","31446845","NCT ID",2019-08-24,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-11-30","2018-01-24",NA,NA,"5","Karely_L; Themis_P","Found by 2/2 reviewers, matching all 5 criteria",1414,"Eligible","Irrelevant intervention type","NCT02979158",NA,NA,NA,NA,NA,NA,NA
"F4328",2023-01-19,"Karely_L","NCT02979158","Yes","https://doi.org/10.1186/s12893-021-01436-4","10.1186/s12893-021-01436-4","Systematic Google search","Journal publication","34972501","NCT ID",2021-12-31,"Yes","Yes","Yes","No","Yes","4","ctgov","2016-11-30","2018-01-24",NA,NA,"4","Karely_L","Found by 1/2 reviewers, near-match",1414,"Eligible","Irrelevant intervention type","NCT02979158",NA,NA,NA,NA,NA,NA,NA
"F4329",2023-01-19,"Karely_L","NCT02149446","Yes","https://doi.org/10.1093/bjs/znaa113","10.1093/bjs/znaa113","Linked at the registration","Journal publication","33793753","NCT ID",2021-04-05,"Yes","Yes","Yes","No","Yes","4","ctgov","2014-04-30","2016-12-31",NA,NA,"5; 4","Karely_L; Perrine_J","Found by 2/2 reviewers, near-match vs. full match",2429,"Eligible","Irrelevant intervention type","NCT02149446",NA,NA,NA,NA,NA,NA,NA
"F4330",2023-01-19,"Karely_L","NCT03295084","Yes","link.springer.com/article/10.1007/s00280-019-03819-0","10.1007/s00280-019-03819-0","Cross-reference at Ascelia Pharma","Journal publication","30949758","NCT ID",2019-04-04,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2015-07-15","2018-10-30",NA,NA,"5","Karely_L","Found by 1/2 reviewers, matching all 5 criteria",720,"Eligible","None found","NCT03295084",NA,NA,NA,NA,NA,NA,NA
"F4331",2023-01-19,"Karely_L","NCT03295084","Yes","https://doi.org/10.1007%2Fs00280-018-3720-7","10.1007/s00280-018-3720-7","Systematic Google search","Journal publication","30406838","NCT ID",2018-11-08,"Yes","Yes","Yes","No","Yes","4","ctgov","2015-07-15","2018-10-30",NA,NA,"4","Karely_L; Perrine_J","Found by 2/2 reviewers, near-match vs. ineligible match",720,"Eligible","None found","NCT03295084",NA,NA,NA,NA,NA,NA,NA
"F4332",2023-01-19,"Karely_L","NCT02489370","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2014-10-31","2016-12-31",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers",374,"Eligible","Irrelevant intervention type","NCT02489370",NA,NA,NA,NA,NA,NA,NA
"F4333",2023-01-19,"Karely_L","2015-001059-63","Yes","https://doi.org/10.1016%2Fj.bonr.2020.100737","10.1016/j.bonr.2020.100737","Systematic Google search","Journal publication","33318971","EudraCT ID",2020-11-25,"Yes","Yes","Yes","No","Yes","4","euctr","2015-09-01","2019-03-05",NA,NA,"5; 4","Karely_L; Perrine_J","Found by 2/2 reviewers, near-match vs. full match",165,"Eligible","None found",NA,"2015-001059-63",NA,NA,NA,NA,NA,NA
"F4335",2023-01-20,"Katarzyna_K","NCT02247219","Yes","https://doi.org/10.1177/14034948209390","10.1177/1403494820939027","Systematic Google search","Journal publication","32791888","NCT ID",2020-08-14,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2014-06-30","2018-03-31",NA,NA,"5; 4","Katarzyna_K; Themis_P","Found by 2/2 reviewers, near-match vs. full match",735,"Eligible","Irrelevant intervention type","NCT02247219",NA,NA,NA,NA,NA,NA,NA
"F4336",2023-01-20,"Katarzyna_K","NCT02247219","Yes","https://doi.org/10.1177/1403494818785260","10.1177/1403494818785260","Systematic Google search","Journal publication","30074437","NCT ID",2018-08-03,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2014-06-30","2018-03-31",NA,NA,"5","Katarzyna_K; Themis_P","Found by 2/2 reviewers, matching all 5 criteria",735,"Eligible","Irrelevant intervention type","NCT02247219",NA,NA,NA,NA,NA,NA,NA
"F4337",2023-01-20,"Katarzyna_K","NCT02247219","Yes","https://doi.org/10.1017/S1463423622000147","10.1017/S1463423622000147","Systematic Google search","Journal publication","35357281","NCT ID",2022-03-31,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2014-06-30","2018-03-31",NA,NA,"5","Katarzyna_K; Themis_P","Found by 2/2 reviewers, matching all 5 criteria",735,"Eligible","Irrelevant intervention type","NCT02247219",NA,NA,NA,NA,NA,NA,NA
"F4338",2023-01-20,"Lars_S","NCT03653819","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2018-09-06","2018-11-13",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers",2021,"Eligible","Irrelevant intervention type","NCT03653819",NA,NA,NA,NA,NA,NA,NA
"F4339",2023-01-20,"Lars_S","NCT02977975","Yes","https://pubs-rsc-org.mime.uit.no/en/content/articlelanding/2018/FO/C8FO00968F","10.1039/c8fo00968f","PubMed search","Journal publication","30256365","NCT ID",2018-10-17,"Yes","No","Yes","Yes","Yes","4","ctgov","2016-09-30","2017-03-31",NA,NA,"4","Lars_S; Natasha_O","Found by 2/2 reviewers, near-match vs. ineligible match",1416,"Eligible","Irrelevant intervention type","NCT02977975",NA,NA,NA,NA,NA,NA,NA
"F4340",2023-01-20,"Lars_S","NCT02542085","Yes","https://link.springer.com/article/10.1007/s10029-018-1784-2","10.1007/s10029-018-1784-2","Linked at the registration","Journal publication","29882170","NCT ID",2018-06-07,"Yes","No","Yes","Yes","Yes","4","ctgov","2012-11-30","2016-08-31",NA,NA,"5; 4","Lars_S; Natasha_O","Found by 2/2 reviewers, near-match vs. full match",295,"Eligible","Irrelevant intervention type","NCT02542085",NA,NA,NA,NA,NA,NA,NA
"F4341",2023-01-20,"Lars_S","NCT02542085","Yes","https://link.springer.com/article/10.1007/s00464-019-06735-9","10.1007/s00464-019-06735-9","Linked at the registration","Journal publication","30941550","NCT ID",2019-04-02,"Yes","No","Yes","Yes","Yes","4","ctgov","2012-11-30","2016-08-31",NA,NA,"5; 4","Lars_S; Natasha_O","Found by 2/2 reviewers, near-match vs. full match",295,"Eligible","Irrelevant intervention type","NCT02542085",NA,NA,NA,NA,NA,NA,NA
"F4342",2023-01-20,"Lars_S","NCT030552205","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"Typo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Typo or wrong trial ID reviewed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F4343",2023-01-20,"Lars_S","NCT02630433","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2009-08-31","2017-11-12",NA,NA,"NA",NA,"No publication, not agreed by other reviewer",2273,"Eligible","Irrelevant intervention type","NCT02630433",NA,NA,NA,NA,NA,NA,NA
"F4344",2023-01-20,"Lars_S","NCT02457390","Yes","https://onlinelibrary.wiley.com/doi/10.1002/jcu.22560","10.1002/jcu.22560","PubMed search","Journal publication","29131348","NCT ID",2017-11-13,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2015-01-31","2016-01-31",NA,NA,"5","Lars_S; Natasha_O","Found by 2/2 reviewers, matching all 5 criteria",415,"Eligible","Irrelevant intervention type","NCT02457390",NA,NA,NA,NA,NA,NA,NA
"F4345",2023-01-20,"Lars_S","2012-005227-33","Yes","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4880857/","10.1186/s13601-016-0107-x","Systematic Google search","Journal publication","27231527","EudraCT ID",2016-05-25,"Yes","No","Yes","Yes","Yes","4","euctr","2013-02-01","2017-02-01","Publication date before completion date",NA,"4","Lars_S; Natasha_O","Found by 2/2 reviewers, near-match vs. ineligible match",71,"Eligible","Identified in manual search","NCT02255604","2012-005227-33",NA,NA,NA,NA,NA,NA
